,words,count
1768,cookie,149
1769,ale,149
1770,strange,148
1771,brown,148
1772,planning,148
1773,mustard,148
1774,section,148
1775,rib,148
1776,various,148
1777,chew,148
1778,highlight,148
1779,luck,147
1780,cannoli,147
1781,spending,147
1782,refund,147
1783,plastic,147
1784,55,147
1785,signature,147
1786,range,147
1787,allow,147
1788,locally,146
1789,watched,146
1790,dente,146
1791,deserves,146
1792,curbside,146
1793,talked,146
1794,stopping,146
1795,classy,146
1796,owned,145
1797,layer,145
1798,win,145
1799,response,145
1800,roppolos,145
1801,directly,145
1802,liking,145
1803,preferred,145
1804,chains,145
1805,temperature,145
1806,burned,145
1807,machine,144
1808,terms,144
1809,standards,144
1810,chopped,144
1811,subpar,144
1812,aware,144
1813,heavenly,144
1814,block,144
1815,smooth,143
1816,root,143
1817,fashioned,143
1818,glaze,143
1819,ingredient,143
1820,plentiful,143
1821,soups,142
1822,hospitality,142
1823,blood,142
1824,secret,142
1825,yaghis,142
1826,constantly,142
1827,crew,142
1828,specifically,141
1829,occasions,141
1830,extensive,141
1831,opportunity,141
1832,dallas,141
1833,rocks,141
1834,needless,141
1835,sangria,140
1836,handle,140
1837,tenders,140
1838,intero,140
1839,fennel,140
1840,relax,140
1841,awkward,140
1842,scratch,140
1843,learned,140
1844,became,140
1845,likes,139
1846,walls,139
1847,theyd,139
1848,uncomfortable,139
1849,frequently,139
1850,sxsw,139
1851,biscuit,139
1852,tucked,139
1853,self,139
1854,jets,138
1855,happily,138
1856,butterfly,138
1857,deliciousness,138
1858,butterscotch,137
1859,random,137
1860,domain,137
1861,noisy,137
1862,create,137
1863,turns,137
1864,hangout,137
1865,comment,137
1866,scallops,137
1867,drop,137
1868,oily,137
1869,lil,136
1870,ps,136
1871,till,136
1872,crap,136
1873,mark,136
1874,include,136
1875,tossed,136
1876,mashed,136
1877,salted,136
1878,reasons,136
1879,tight,135
1880,melt,135
1881,tired,135
1882,everyday,135
1883,eventually,135
1884,cs,135
1885,courses,135
1886,peak,135
1887,brisket,134
1888,deals,134
1889,obvious,134
1890,iced,134
1891,timely,134
1892,dressed,134
1893,cuisine,134
1894,rarely,134
1895,ridiculously,134
1896,traffic,133
1897,caramelized,133
1898,boring,133
1899,ya,133
1900,custom,133
1901,heads,133
1902,advance,133
1903,thankfully,132
1904,shocked,132
1905,handed,132
1906,detail,132
1907,brings,132
1908,remembered,132
1909,underwhelming,132
1910,non,132
1911,creme,132
1912,34,132
1913,smelled,132
1914,cracker,131
1915,prior,131
1916,text,131
1917,wonder,131
1918,sugar,130
1919,suggestion,130
1920,mediterranean,130
1921,lamar,130
1922,lively,130
1923,contact,130
1924,trucks,130
1925,disappoints,129
1926,martini,129
1927,bean,129
1928,private,129
1929,tips,129
1930,flavorless,129
1931,beautifully,129
1932,genuinely,129
1933,famous,129
1934,mortar,129
1935,blocks,128
1936,tasteless,128
1937,starter,128
1938,stated,128
1939,jalapeno,128
1940,starting,128
1941,cheaper,127
1942,regularly,127
1943,delight,127
1944,decision,127
1945,returned,127
1946,hearts,127
1947,adults,127
1948,espresso,127
1949,follow,127
1950,airport,127
1951,thumbs,127
1952,siena,127
1953,named,127
1954,dairy,126
1955,fare,126
1956,eater,126
1957,diet,126
1958,impression,126
1959,couldve,126
1960,whiskey,126
1961,pomodoro,126
1962,devoured,126
1963,dream,126
1964,fountain,126
1965,doors,125
1966,indoors,125
1967,period,125
1968,salami,125
1969,reheated,125
1970,garlicky,125
1971,tagliatelle,125
1972,excuse,125
1973,28,125
1974,ignored,125
1975,begin,125
1976,630,124
1977,requested,124
1978,upset,124
1979,dipped,124
1980,skeptical,124
1981,1st,124
1982,valet,124
1983,dried,124
1984,winner,124
1985,parlor,124
1986,blackened,124
1987,benches,124
1988,setup,123
1989,pandemic,123
1990,cheeseburger,123
1991,mainly,123
1992,example,123
1993,pleasure,123
1994,uber,123
1995,flying,123
1996,neat,123
1997,wheat,123
1998,milk,123
1999,lemonade,123
2000,rustic,123
2001,annoyed,122
2002,vegetable,122
2003,hung,122
2004,design,122
2005,seafood,122
2006,welcomed,122
2007,gravy,122
2008,stage,122
2009,booth,122
2010,hopes,122
2011,husbands,121
2012,adds,121
2013,vanilla,121
2014,shes,121
2015,wished,121
2016,sodas,121
2017,starters,121
2018,growing,121
2019,currently,121
2020,sixth,121
2021,shops,121
2022,events,121
2023,ladies,120
2024,communal,120
2025,natural,120
2026,cardboard,120
2027,grocery,120
2028,boxes,120
2029,wearing,120
2030,beans,120
2031,code,120
2032,saved,120
2033,crown,120
2034,beverages,119
2035,form,119
2036,fettuccine,119
2037,cares,119
2038,cafe,119
2039,weekly,119
2040,tree,119
2041,haha,118
2042,prepare,118
2043,names,118
2044,speaking,118
2045,presented,118
2046,foodie,118
2047,yorker,118
2048,btw,118
2049,cooks,118
2050,flavored,118
2051,finishing,118
2052,jam,118
2053,listen,118
2054,exception,118
2055,keeps,118
2056,lime,118
2057,interested,117
2058,watermelon,117
2059,disgusting,117
2060,wagyu,117
2061,advice,117
2062,match,117
2063,deserve,117
2064,meaty,117
2065,ipas,117
2066,ends,116
2067,jalapenos,116
2068,satisfy,115
2069,italia,115
2070,held,115
2071,pro,115
2072,key,115
2073,mia,115
2074,yelpers,115
2075,caramel,115
2076,overrated,115
2077,fork,114
2078,regulars,114
2079,pool,114
2080,bake,114
2081,itll,114
2082,problems,114
2083,faster,114
2084,jar,114
2085,compliment,114
2086,coworker,114
2087,mr,114
2088,lower,114
2089,burnet,114
2090,caught,114
2091,edible,114
2092,upstairs,114
2093,shade,114
2094,brother,114
2095,discount,114
2096,bits,114
2097,u,114
2098,dead,113
2099,initially,113
2100,football,113
2101,redfish,113
2102,vs,113
2103,parts,113
2104,parked,113
2105,impossible,113
2106,blew,113
2107,b,113
2108,ambassador,113
2109,pair,113
2110,brie,112
2111,layout,112
2112,grits,112
2113,costs,112
2114,heading,112
2115,california,112
2116,porch,112
2117,rose,112
2118,weekday,112
2119,miles,112
2120,trouble,112
2121,bell,112
2122,gentleman,112
2123,cornbread,112
2124,familiar,111
2125,minus,111
2126,crowds,111
2127,dang,111
2128,informative,111
2129,cheers,111
2130,search,111
2131,kudos,111
2132,reuben,110
2133,repeat,110
2134,hurry,110
2135,fellow,110
2136,class,110
2137,violet,110
2138,recipe,110
2139,17,110
2140,preference,110
2141,bf,110
2142,jw,110
2143,wonderfully,110
2144,afterwards,110
2145,hasnt,109
2146,pub,109
2147,desired,109
2148,chat,109
2149,includes,109
2150,introduced,109
2151,collard,109
2152,adorable,109
2153,shout,109
2154,beverage,109
2155,specific,109
2156,golden,109
2157,beware,108
2158,margaritas,108
2159,juice,108
2160,ac,108
2161,headed,108
2162,ride,108
2163,heated,108
2164,leftover,108
2165,appeared,108
2166,pitcher,108
2167,mad,108
2168,boys,108
2169,bed,108
2170,watering,107
2171,native,107
2172,wanna,107
2173,pain,107
2174,pour,107
2175,flies,107
2176,exciting,107
2177,polenta,107
2178,importantly,107
2179,advantage,107
2180,properly,107
2181,entrance,107
2182,delivers,107
2183,warning,107
2184,messed,107
2185,delectable,106
2186,travel,106
2187,proper,106
2188,cheddar,106
2189,starts,106
2190,brownie,106
2191,organic,106
2192,handful,106
2193,pudding,106
2194,hooked,106
2195,styles,105
2196,oregano,105
2197,tour,105
2198,changing,105
2199,reserved,105
2200,handmade,105
2201,proceeded,105
2202,complex,105
2203,carrots,105
2204,smells,105
2205,stands,105
2206,herbivore,105
2207,skimp,105
2208,tenderloin,105
2209,aint,105
2210,seconds,105
2211,breadsticks,105
2212,waffles,105
2213,vinegar,104
2214,arancini,104
2215,imo,104
2216,mile,104
2217,cider,104
2218,flour,104
2219,twist,104
2220,sooooo,104
2221,listed,104
2222,described,104
2223,convenience,104
2224,mussels,104
2225,bufalina,104
2226,played,104
2227,bathrooms,104
2228,grabbing,104
2229,ribs,104
2230,lobster,104
2231,wedding,103
2232,lit,103
2233,spices,103
2234,culinary,103
2235,herbs,103
2236,croutons,103
2237,500,103
2238,refill,103
2239,lastly,103
2240,desanos,103
2241,pig,103
2242,wise,103
2243,mall,103
2244,breweries,103
2245,cesar,102
2246,slaw,102
2247,exact,102
2248,90,102
2249,bummer,102
2250,assume,102
2251,thinner,102
2252,con,102
2253,apology,102
2254,pate,102
2255,penne,102
2256,bourbon,101
2257,numerous,101
2258,rated,101
2259,carnitas,101
2260,vortex,101
2261,warned,101
2262,chip,101
2263,carillon,101
2264,member,101
2265,palate,101
2266,inedible,101
2267,tells,101
2268,nuts,100
2269,genuine,100
2270,hood,100
2271,common,100
2272,bitter,100
2273,judge,100
2274,popped,100
2275,dad,100
2276,eclectic,100
2277,bet,100
2278,cover,100
2279,overpowering,100
2280,budino,99
2281,degrees,99
2282,ideal,99
2283,concerned,99
2284,funky,99
2285,meaning,99
2286,energy,99
2287,gift,99
2288,obsessed,99
2289,marriott,99
2290,worried,99
2291,reviewers,99
2292,trees,99
2293,nobody,99
2294,worthy,99
2295,wondering,99
2296,pot,99
2297,metal,99
2298,fatty,98
2299,trash,98
2300,inhouse,98
2301,dozen,98
2302,pure,98
2303,di,98
2304,blow,98
2305,freshness,98
2306,cooler,98
2307,housemade,98
2308,businesses,98
2309,posted,98
2310,worry,97
2311,knock,97
2312,raved,97
2313,kidding,97
2314,seven,97
2315,nj,97
2316,crushed,97
2317,improve,97
2318,sliders,97
2319,accidentally,97
2320,photos,97
2321,thus,97
2322,magic,97
2323,continued,97
2324,runny,96
2325,nope,96
2326,raised,96
2327,nowhere,96
2328,snacks,96
2329,filet,96
2330,char,96
2331,lazy,96
2332,backdraft,96
2333,refills,96
2334,pepperonis,96
2335,tuesdays,96
2336,establishments,96
2337,daves,96
2338,site,96
2339,lighter,96
2340,foot,96
2341,indeed,96
2342,butt,96
2343,leopold,96
2344,dim,96
2345,appropriate,96
2346,history,96
2347,rotating,96
2348,enter,96
2349,scrumptious,96
2350,trivia,96
2351,decadent,96
2352,imported,95
2353,wet,95
2354,antipasto,95
2355,hello,95
2356,bianca,95
2357,24,95
2358,dense,95
2359,salsa,95
2360,buying,95
2361,wear,95
2362,napkins,95
2363,acceptable,95
2364,members,95
2365,stools,95
2366,row,95
2367,child,95
2368,managers,95
2369,suppose,94
2370,pastries,94
2371,chop,94
2372,everytime,94
2373,booths,94
2374,details,94
2375,fashion,94
2376,easier,94
2377,mushy,94
2378,conference,94
2379,lie,94
2380,count,94
2381,minimal,94
2382,photo,94
2383,pretentious,94
2384,bee,94
2385,river,94
2386,sampled,94
2387,created,94
2388,arrival,94
2389,steal,94
2390,email,93
2391,description,93
2392,canned,93
2393,practically,93
2394,born,93
2395,earth,93
2396,beginning,93
2397,exceeded,93
2398,receipt,93
2399,mayo,93
2400,built,93
2401,buck,93
2402,attached,93
2403,final,93
2404,cilantro,93
2405,coupon,92
2406,customize,92
2407,dig,92
2408,training,92
2409,garage,92
2410,comparison,92
2411,liquor,92
2412,buddy,92
2413,sourdough,92
2414,em,92
2415,backyard,92
2416,flakes,92
2417,overwhelmed,92
2418,showing,91
2419,oyster,91
2420,potential,91
2421,bridge,91
2422,combined,91
2423,tho,91
2424,eastside,91
2425,apologize,91
2426,unbelievable,91
2427,allows,90
2428,samples,90
2429,southern,90
2430,nasty,90
2431,midnight,90
2432,smoke,90
2433,combos,90
2434,forgotten,90
2435,treats,90
2436,bench,90
2437,industrial,89
2438,appetite,89
2439,charm,89
2440,diners,89
2441,via313,89
2442,insane,89
2443,mother,89
2444,greatest,89
2445,handled,89
2446,lose,89
2447,refused,89
2448,essentially,89
2449,tops,89
2450,thrown,89
2451,ie,89
2452,deliciously,89
2453,thrilled,89
2454,poorly,89
2455,purchase,89
2456,antonio,89
2457,comped,89
2458,inexpensive,88
2459,brand,88
2460,adult,88
2461,settled,88
2462,challenge,88
2463,champagne,88
2464,strips,88
2465,whipped,88
2466,6pm,88
2467,nutella,88
2468,stromboli,88
2469,promised,87
2470,flights,87
2471,winter,87
2472,vacation,87
2473,bucatini,87
2474,lightly,87
2475,pairing,87
2476,searching,87
2477,fruit,87
2478,tortilla,87
2479,quantity,87
2480,fixed,87
2481,mild,87
2482,heck,87
2483,granted,87
2484,checks,87
2485,pricy,87
2486,cravings,86
2487,knocked,86
2488,soo,86
2489,rolled,86
2490,manner,86
2491,skin,86
2492,varieties,86
2493,60,86
2494,cipollina,86
2495,confusing,86
2496,ratings,86
2497,spaces,86
2498,sea,86
2499,executed,86
2500,ground,86
2501,factor,86
2502,comfy,86
2503,older,86
2504,providing,86
2505,raving,85
2506,ensure,85
2507,visitors,85
2508,considered,85
2509,failed,85
2510,dinein,85
2511,1520,85
2512,grand,85
2513,heaters,85
2514,current,85
2515,destination,85
2516,christmas,85
2517,slammed,85
2518,began,85
2519,pics,85
2520,sometime,85
2521,poached,85
2522,yard,85
2523,canadian,85
2524,explaining,85
2525,crab,85
2526,mule,85
2527,pints,85
2528,andor,84
2529,aka,84
2530,celebrating,84
2531,loving,84
2532,nonetheless,84
2533,pecorino,84
2534,shortly,84
2535,crusty,84
2536,carpaccio,84
2537,windows,84
2538,3rd,84
2539,screen,84
2540,careful,84
2541,puts,84
2542,act,84
2543,insanely,84
2544,niks,84
2545,mi,84
2546,beats,84
2547,subtle,84
2548,figs,83
2549,control,83
2550,unlimited,83
2551,learn,83
2552,underwhelmed,83
2553,whoever,83
2554,steep,83
2555,theme,83
2556,letting,83
2557,fail,83
2558,de,83
2559,present,82
2560,unusual,82
2561,complaining,82
2562,peach,82
2563,elegant,82
2564,eatery,82
2565,runs,82
2566,entirely,82
2567,allergies,82
2568,previously,82
2569,noted,82
2570,bothered,82
2571,circle,82
2572,pointed,82
2573,proud,82
2574,gal,82
2575,boot,82
2576,hummus,82
2577,sober,82
2578,helps,82
2579,nicer,82
2580,barley,82
2581,peroni,82
2582,squares,82
2583,cucumber,82
2584,armadillo,82
2585,tall,81
2586,comments,81
2587,c,81
2588,valentines,81
2589,curious,81
2590,burning,81
2591,test,81
2592,bloody,81
2593,stout,81
2594,definite,81
2595,penny,81
2596,required,81
2597,stale,81
2598,yay,81
2599,pack,81
2600,22,81
2601,protein,81
2602,smart,81
2603,cannolis,80
2604,assortment,80
2605,homey,80
2606,wooden,80
2607,traveling,80
2608,improved,80
2609,baklava,80
2610,veg,80
2611,masks,80
2612,crappy,80
2613,initial,80
2614,boar,80
2615,restroom,80
2616,rainy,80
2617,instantly,80
2618,everybody,80
2619,shut,80
2620,address,80
2621,northeast,80
2622,products,79
2623,correctly,79
2624,punch,79
2625,bike,79
2626,assumed,79
2627,success,79
2628,hesitant,79
2629,rough,79
2630,women,79
2631,chatting,79
2632,tart,79
2633,hoppy,79
2634,cannonball,79
2635,ginger,79
2636,hall,79
2637,rocket,79
2638,result,79
2639,everyones,79
2640,drizzle,79
2641,drinker,78
2642,movies,78
2643,passing,78
2644,former,78
2645,cafeteria,78
2646,lackluster,78
2647,press,78
2648,hazelnut,78
2649,necessary,78
2650,pecan,78
2651,diverse,78
2652,ping,78
2653,cramped,78
2654,nystyle,77
2655,feet,77
2656,quattro,77
2657,truffles,77
2658,majority,77
2659,amazed,77
2660,wash,77
2661,pickle,77
2662,claim,77
2663,raisins,77
2664,saving,77
2665,crafted,77
2666,requests,77
2667,recall,77
2668,yolk,77
2669,signs,77
2670,alternative,77
2671,calories,77
2672,hence,77
2673,poured,77
2674,winery,77
2675,salvation,77
2676,unfortunate,77
2677,knowledge,77
2678,antipasti,76
2679,za,76
2680,faces,76
2681,comparable,76
2682,couples,76
2683,ordinary,76
2684,lone,76
2685,brewing,76
2686,shaded,76
2687,shaved,76
2688,grown,76
2689,syrup,76
2690,nailed,76
2691,rotation,76
2692,written,76
2693,provides,76
2694,grub,76
2695,bakery,76
2696,terribly,76
2697,spiced,75
2698,cups,75
2699,messy,75
2700,pong,75
2701,arriving,75
2702,season,75
2703,gracious,75
2704,sooner,75
2705,blanche,75
2706,personality,75
2707,sip,75
2708,cave,75
2709,wrote,75
2710,brewed,75
2711,dripping,75
2712,swear,75
2713,fiancé,75
2714,greet,75
2715,fritters,75
2716,php,75
2717,subway,74
2718,watery,74
2719,pistachio,74
2720,complimented,74
2721,eh,74
2722,tourists,74
2723,fed,74
2724,freakin,74
2725,assured,74
2726,decorated,74
2727,hurt,74
2728,appears,74
2729,aioli,74
2730,timing,74
2731,panna,74
2732,asks,74
2733,idk,74
2734,forced,74
2735,hassle,74
2736,according,74
2737,hipsters,74
2738,surprising,74
2739,pale,74
2740,holds,74
2741,whim,74
2742,surrounding,73
2743,vegetarians,73
2744,supporting,73
2745,fills,73
2746,choosing,73
2747,sucked,73
2748,rules,73
2749,strawberry,73
2750,mask,73
2751,planned,73
2752,breeze,73
2753,mangieris,73
2754,qr,73
2755,adventurous,73
2756,calabrese,73
2757,afraid,73
2758,waitresses,73
2759,fly,73
2760,background,73
2761,gold,73
2762,bisque,73
2763,delicate,73
2764,surely,73
2765,respect,73
2766,appealing,73
2767,sets,73
2768,attempt,73
2769,girlfriends,73
2770,wifes,73
2771,convinced,73
2772,pricier,73
2773,lukewarm,73
2774,chick,73
2775,rain,72
2776,waters,72
2777,loyal,72
2778,video,72
2779,michigan,72
2780,squid,72
2781,ugh,72
2782,stupid,72
2783,shape,72
2784,lake,72
2785,nicest,72
2786,lakeway,72
2787,sundays,72
2788,pink,72
2789,preserves,72
2790,giovannis,72
2791,fee,72
2792,pet,72
2793,pancetta,72
2794,silverware,72
2795,prime,72
2796,seared,72
2797,sunny,72
2798,health,72
2799,chair,72
2800,notes,71
2801,hopping,71
2802,dinners,71
2803,unprofessional,71
2804,mint,71
2805,calls,71
2806,ooh,71
2807,fight,71
2808,knowledgable,71
2809,fyi,71
2810,charging,71
2811,neighbors,71
2812,opt,71
2813,fool,71
2814,quirky,71
2815,pic,71
2816,happening,71
2817,marcos,71
2818,cotta,71
2819,waits,71
2820,thickness,71
2821,delivering,71
2822,eaters,71
2823,suck,71
2824,nonnas,70
2825,cowboy,70
2826,wifi,70
2827,mary,70
2828,smoky,70
2829,ticket,70
2830,quail,70
2831,remind,70
2832,stepped,70
2833,110,70
2834,macaroni,70
2835,acl,70
2836,occasionally,70
2837,varied,70
2838,numero,70
2839,boston,70
2840,minor,70
2841,itd,70
2842,cleaning,70
2843,carbs,70
2844,whos,70
2845,mid,70
2846,chilly,70
2847,popcorn,70
2848,cars,70
2849,magical,70
2850,mimosas,70
2851,joy,70
2852,catfish,69
2853,quoted,69
2854,reheat,69
2855,peanut,69
2856,75,69
2857,ol,69
2858,apologetic,69
2859,moon,69
2860,removed,69
2861,pizzerias,69
2862,frustrating,69
2863,degree,69
2864,sourced,69
2865,floppy,69
2866,mama,69
2867,marinated,69
2868,sight,69
2869,filets,69
2870,ketchup,69
2871,passion,69
2872,accurate,69
2873,score,69
2874,200,68
2875,swine,68
2876,flaky,68
2877,accept,68
2878,diavolo,68
2879,drivers,68
2880,yellow,68
2881,manor,68
2882,approach,68
